1651814568422270109,13.590839,0.000000
1651814568422466587,13.909726,0.000000
1651814568423687923,15.275804,0.000000
1651814568424276085,15.436204,0.000000
1651814568437669103,5.463540,0.000000
1651814568453878509,7.407575,0.000000
1651814568475284461,7.742286,0.000000
1651814568476857437,9.347613,0.000000
1651814568527067253,6.021426,0.000000
1651814568534480115,5.726855,0.000000
1651814568542933753,7.318644,0.000000
1651814568546707169,6.195711,0.000000
1651814568566760359,11.961899,0.000000
1651814568566794201,12.017442,0.000000
1651814568588628957,5.757982,0.000000
1651814568605213581,5.475783,0.000000
1651814568645421990,6.923217,0.000000
1651814568646315414,6.529006,0.000000
1651814568661281267,6.103332,0.000000
1651814568722269506,6.789703,0.000000
1651814568741464759,6.741623,0.000000
1651814568757915258,10.103319,0.000000
1651814568758182779,6.144252,0.000000
1651814568761298063,5.897533,0.000000
1651814568766264452,4.865140,0.000000
1651814568783857659,5.561454,0.000000
1651814568806943887,8.400459,0.000000
1651814568810382296,7.376121,0.000000
1651814568821470759,7.237953,0.000000
1651814568823689238,6.248971,0.000000
1651814568842720739,6.608127,0.000000
1651814568848062978,4.229991,0.000000
1651814568891380800,5.444826,0.000000
1651814568894208399,7.037522,0.000000
1651814568897724823,4.827273,0.000000
1651814568909485314,6.672865,0.000000
1651814568911102863,5.904099,0.000000
1651814568914855977,4.272446,0.000000
1651814568924218272,6.963590,0.000000
1651814568929150247,8.199383,0.000000
1651814568929215669,8.219059,0.000000
1651814568957821162,5.716233,0.000000
1651814569018076906,5.708215,0.000000
1651814569033295772,4.934681,0.000000
1651814569059053172,5.385183,0.000000
1651814569071515237,5.188556,0.000000
1651814569085441705,5.765296,0.000000
1651814569103294102,4.918138,0.000000
1651814569126742109,4.786168,0.000000
1651814569147340739,5.788008,0.000000
1651814569165720826,5.263136,0.000000
1651814569186084998,5.882986,0.000000
1651814569191590206,4.304079,0.000000
1651814569228472948,54.615116,0.000000
1651814569241692641,4.918109,0.000000
1651814569260007516,4.047879,0.000000
1651814569273413047,4.070948,0.000000
1651814569276248821,4.203511,0.000000
1651814569285029072,4.096811,0.000000
1651814569290509896,4.737040,0.000000
1651814569296129888,124.481984,0.000000
1651814569321980463,5.453177,0.000000
1651814569350546569,5.100400,0.000000
1651814569351558334,4.913391,0.000000
1651814569360696634,3.778081,0.000000
1651814569365903163,4.694454,0.000000
1651814569378879075,4.932005,0.000000
1651814569379626905,7.013657,0.000000
1651814569385220118,3.402300,0.000000
1651814569427437008,4.703467,0.000000
1651814569432859943,4.322955,0.000000
1651814569441478381,6.976473,0.000000
1651814569455977340,4.264024,0.000000
1651814569463767186,6.444437,0.000000
1651814569465357063,5.987682,0.000000
1651814569494700328,6.221450,0.000000
1651814569499167152,6.999566,0.000000
1651814569509402508,4.564658,0.000000
1651814569514967083,4.484324,0.000000
1651814569529387589,3.799415,0.000000
1651814569551180713,4.216545,0.000000
1651814569556963040,4.637323,0.000000
1651814569565411849,5.477877,0.000000
1651814569584418320,4.787826,0.000000
1651814569587940064,5.553769,0.000000
1651814569593168845,5.741040,0.000000
1651814569619164381,4.331336,0.000000
1651814569665612594,4.930892,0.000000
1651814569672932641,3.708274,0.000000
1651814569704598405,9.795671,0.000000
1651814569717965114,5.153240,0.000000
1651814569723010752,3.812209,0.000000
1651814569734635037,4.704448,0.000000
